"{'ALTITUDE-DEG': 35.91608384709, 'AZIMUTH-DEG': 227.23181524614, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.18688629322, 'DECLINATION-DEG': 0.35568390162, 'DRA_COSDEC-DEG_PER_SEC': -0.05880847437, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2468576273, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1422.2117341606697, 4396.5699352008605, 4384.595941136976], 'PHASE_ANGLE-DEG': 89.26896719072, 'RANGE-KM': 1814.892246484732, 'RANGE_RATE-KM_PER_SEC': -3.671572201838, 'RIGHT_ASCENSION-DEG': 71.56551756382, 'SATELLITE_GCRS_KM': [-848.3174869878605, 6118.299392761639, 4395.862457005539], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.65320831901, 'AZIMUTH-DEG': 244.99260820639, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23006130667, 'DECLINATION-DEG': 15.46110453911, 'DRA_COSDEC-DEG_PER_SEC': -0.08607532841, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247693183, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.3358005765376, 4388.968098388546, 4384.650320587795], 'PHASE_ANGLE-DEG': 92.19877444252, 'RANGE-KM': 1598.547458059674, 'RANGE_RATE-KM_PER_SEC': -2.228624393662, 'RIGHT_ASCENSION-DEG': 66.31939850674, 'SATELLITE_GCRS_KM': [-826.5330738353408, 5799.93781494293, 4810.797736411413], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.6639762816, 'AZIMUTH-DEG': 245.02386719252, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2301109488, 'DECLINATION-DEG': 15.484108609, 'DRA_COSDEC-DEG_PER_SEC': -0.08611893871, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24769434, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.367797475647, 4388.957486151155, 4384.650395836525], 'PHASE_ANGLE-DEG': 92.20367387814, 'RANGE-KM': 1598.324759572198, 'RANGE_RATE-KM_PER_SEC': -2.226240612536, 'RIGHT_ASCENSION-DEG': 66.31046689816, 'SATELLITE_GCRS_KM': [-826.5001494509941, 5799.477398495731, 4811.3569087577725], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.67474172055, 'AZIMUTH-DEG': 245.05515891374, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23016055972, 'DECLINATION-DEG': 15.5071268999, 'DRA_COSDEC-DEG_PER_SEC': -0.08616258149, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2476954977, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.3998071734675, 4388.9468694097895, 4384.650471115363], 'PHASE_ANGLE-DEG': 92.20857742508, 'RANGE-KM': 1598.102209992228, 'RANGE_RATE-KM_PER_SEC': -2.223854861348, 'RIGHT_ASCENSION-DEG': 66.30152617313, 'SATELLITE_GCRS_KM': [-826.4672042627892, 5799.016743756802, 4811.916262040941], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.68549595945, 'AZIMUTH-DEG': 245.08645819773, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23021009933, 'DECLINATION-DEG': 15.53014088833, 'DRA_COSDEC-DEG_PER_SEC': -0.08620622159, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247696655, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.4318039178029, 4388.93625670575, 4384.650546363748], 'PHASE_ANGLE-DEG': 92.21348113699, 'RANGE-KM': 1597.879988463237, 'RANGE_RATE-KM_PER_SEC': -2.221469059239, 'RIGHT_ASCENSION-DEG': 66.29258352007, 'SATELLITE_GCRS_KM': [-826.4342647749472, 5798.556221329498, 4812.475346253266], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.69624763806, 'AZIMUTH-DEG': 245.11779023701, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2302596074, 'DECLINATION-DEG': 15.55316909152, 'DRA_COSDEC-DEG_PER_SEC': -0.08624989413, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2476978125, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.463813460686, 4388.925639497583, 4384.650621642241], 'PHASE_ANGLE-DEG': 92.21838895908, 'RANGE-KM': 1597.657916235533, 'RANGE_RATE-KM_PER_SEC': -2.219081286516, 'RIGHT_ASCENSION-DEG': 66.28363173723, 'SATELLITE_GCRS_KM': [-826.401304477605, 5798.095460575721, 4813.034611357365], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.70699241169, 'AZIMUTH-DEG': 245.14914244219, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23030906397, 'DECLINATION-DEG': 15.57620224406, 'DRA_COSDEC-DEG_PER_SEC': -0.08629358157, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24769897, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.4958229262302, 4388.915022055919, 4384.650696920563], 'PHASE_ANGLE-DEG': 92.22329891704, 'RANGE-KM': 1597.436082884289, 'RANGE_RATE-KM_PER_SEC': -2.216692504812, 'RIGHT_ASCENSION-DEG': 66.27467441774, 'SATELLITE_GCRS_KM': [-826.3683366248564, 5797.63464681154, 4813.593832353717], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.71772594688, 'AZIMUTH-DEG': 245.18050219163, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23035844893, 'DECLINATION-DEG': 15.5992310728, 'DRA_COSDEC-DEG_PER_SEC': -0.08633726627, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477001273, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.5278194383773, 4388.904408651865, 4384.65077216843], 'PHASE_ANGLE-DEG': 92.22820903308, 'RANGE-KM': 1597.214577597725, 'RANGE_RATE-KM_PER_SEC': -2.214303674471, 'RIGHT_ASCENSION-DEG': 66.26571516355, 'SATELLITE_GCRS_KM': [-826.3353744827687, 5797.173965433911, 4814.152784319103], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.72845686661, 'AZIMUTH-DEG': 245.21189472621, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23040780204, 'DECLINATION-DEG': 15.62227410669, 'DRA_COSDEC-DEG_PER_SEC': -0.08638098343, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247701285, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.5598287489738, 4388.893790743404, 4384.650847446407], 'PHASE_ANGLE-DEG': 92.23312325753, 'RANGE-KM': 1596.993222204374, 'RANGE_RATE-KM_PER_SEC': -2.211912874945, 'RIGHT_ASCENSION-DEG': 66.2567467596, 'SATELLITE_GCRS_KM': [-826.3023915230845, 5796.713045680142, 4814.711917105705], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.7391765222, 'AZIMUTH-DEG': 245.24329479234, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23045708336, 'DECLINATION-DEG': 15.64531280238, 'DRA_COSDEC-DEG_PER_SEC': -0.08642469781, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247702442, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.5918251064284, 4388.883176872675, 4384.650922693931], 'PHASE_ANGLE-DEG': 92.2380376355, 'RANGE-KM': 1596.772194886146, 'RANGE_RATE-KM_PER_SEC': -2.209522028534, 'RIGHT_ASCENSION-DEG': 66.24777641653, 'SATELLITE_GCRS_KM': [-826.2694142807311, 5796.252258365667, 4815.270780884585], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.74989352553, 'AZIMUTH-DEG': 245.27472766342, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23050633259, 'DECLINATION-DEG': 15.66836569688, 'DRA_COSDEC-DEG_PER_SEC': -0.08646844465, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477035997, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.6238342621687, 4388.872558497385, 4384.650997971563], 'PHASE_ANGLE-DEG': 92.24295612076, 'RANGE-KM': 1596.551317854434, 'RANGE_RATE-KM_PER_SEC': -2.207129213283, 'RIGHT_ASCENSION-DEG': 66.2387969103, 'SATELLITE_GCRS_KM': [-826.2364162152402, 5795.791232639778, 4815.829825440287], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.76059923906, 'AZIMUTH-DEG': 245.3061680532, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23055550994, 'DECLINATION-DEG': 15.69141423878, 'DRA_COSDEC-DEG_PER_SEC': -0.08651218872, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247704757, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.6558304648256, 4388.861944160018, 4384.6510732187435], 'PHASE_ANGLE-DEG': 92.24787475487, 'RANGE-KM': 1596.330768907119, 'RANGE_RATE-KM_PER_SEC': -2.204736354153, 'RIGHT_ASCENSION-DEG': 66.22981546051, 'SATELLITE_GCRS_KM': [-826.2034238737945, 5795.330339404779, 4816.388601012887], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.77130226345, 'AZIMUTH-DEG': 245.33764126758, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23060465483, 'DECLINATION-DEG': 15.71447697308, 'DRA_COSDEC-DEG_PER_SEC': -0.0865559652, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477059145, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.6878394657017, 4388.851325317901, 4384.651148496031], 'PHASE_ANGLE-DEG': 92.25279749506, 'RANGE-KM': 1596.110370639706, 'RANGE_RATE-KM_PER_SEC': -2.202341525265, 'RIGHT_ASCENSION-DEG': 66.22082483414, 'SATELLITE_GCRS_KM': [-826.1704107035317, 5794.869207723113, 4816.947557317912], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.78199397238, 'AZIMUTH-DEG': 245.36912198771, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23065372768, 'DECLINATION-DEG': 15.73753534042, 'DRA_COSDEC-DEG_PER_SEC': -0.08659973889, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477070717, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.7198355134576, 4388.840710513924, 4384.651223742867], 'PHASE_ANGLE-DEG': 92.25772037951, 'RANGE-KM': 1595.890300464889, 'RANGE_RATE-KM_PER_SEC': -2.199946654476, 'RIGHT_ASCENSION-DEG': 66.21183225974, 'SATELLITE_GCRS_KM': [-826.1374032640892, 5794.408208582837, 4817.506244665774], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.79268295515, 'AZIMUTH-DEG': 245.40063555168, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23070276784, 'DECLINATION-DEG': 15.76060789354, 'DRA_COSDEC-DEG_PER_SEC': -0.08664354498, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477082293, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.7518443595625, 4388.830091204952, 4384.651299019811], 'PHASE_ANGLE-DEG': 92.26264736881, 'RANGE-KM': 1595.670381365093, 'RANGE_RATE-KM_PER_SEC': -2.197549814644, 'RIGHT_ASCENSION-DEG': 66.20283049538, 'SATELLITE_GCRS_KM': [-826.1043749905147, 5793.946970963916, 4818.065112697675], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.8033605968, 'AZIMUTH-DEG': 245.43215660828, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23075173576, 'DECLINATION-DEG': 15.7836760653, 'DRA_COSDEC-DEG_PER_SEC': -0.08668734824, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247709387, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.7838402525085, 4388.819475934343, 4384.651374266302], 'PHASE_ANGLE-DEG': 92.26757449773, 'RANGE-KM': 1595.45079036577, 'RANGE_RATE-KM_PER_SEC': -2.195152934501, 'RIGHT_ASCENSION-DEG': 66.19382677851, 'SATELLITE_GCRS_KM': [-826.0713524544032, 5793.485865936898, 4818.623711798354], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.81403547531, 'AZIMUTH-DEG': 245.46371052806, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23080067075, 'DECLINATION-DEG': 15.80675841639, 'DRA_COSDEC-DEG_PER_SEC': -0.08673118391, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477105446, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.8158489436378, 4388.80885615858, 4384.651449542902], 'PHASE_ANGLE-DEG': 92.27250573028, 'RANGE-KM': 1595.231350833969, 'RANGE_RATE-KM_PER_SEC': -2.192754085673, 'RIGHT_ASCENSION-DEG': 66.1848138582, 'SATELLITE_GCRS_KM': [-826.0383090786638, 5793.024522394862, 4819.182491540001], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.82469898694, 'AZIMUTH-DEG': 245.49527192699, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23084953329, 'DECLINATION-DEG': 15.82983637154, 'DRA_COSDEC-DEG_PER_SEC': -0.0867750167, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477117013, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.8478446818629, 4388.798240421304, 4384.6515247890475], 'PHASE_ANGLE-DEG': 92.2774370978, 'RANGE-KM': 1595.012239411829, 'RANGE_RATE-KM_PER_SEC': -2.19035519824, 'RIGHT_ASCENSION-DEG': 66.17579898093, 'SATELLITE_GCRS_KM': [-826.005271447095, 5792.563311497977, 4819.741002373079], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.83535969835, 'AZIMUTH-DEG': 245.52686620814, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23089836269, 'DECLINATION-DEG': 15.85292849941, 'DRA_COSDEC-DEG_PER_SEC': -0.08681888191, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247712859, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.8798532181102, 4388.787620178722, 4384.651600065303], 'PHASE_ANGLE-DEG': 92.28237256769, 'RANGE-KM': 1594.793279850867, 'RANGE_RATE-KM_PER_SEC': -2.187954342899, 'RIGHT_ASCENSION-DEG': 66.16677488675, 'SATELLITE_GCRS_KM': [-825.9722129704263, 5792.101862051925, 4820.299693801375], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.84600901716, 'AZIMUTH-DEG': 245.55846795489, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23094711946, 'DECLINATION-DEG': 15.87601621683, 'DRA_COSDEC-DEG_PER_SEC': -0.08686274421, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247714016, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.9118488015113, 4388.777003974817, 4384.651675311106], 'PHASE_ANGLE-DEG': 92.28730816788, 'RANGE-KM': 1594.574648407043, 'RANGE_RATE-KM_PER_SEC': -2.185553450829, 'RIGHT_ASCENSION-DEG': 66.15774883113, 'SATELLITE_GCRS_KM': [-825.9391602446176, 5791.640545302094, 4820.858116346393], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.85665549862, 'AZIMUTH-DEG': 245.59010260278, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23099584279, 'DECLINATION-DEG': 15.89911810037, 'DRA_COSDEC-DEG_PER_SEC': -0.08690663891, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477151738, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.9438571828678, 4388.766383265416, 4384.651750587016], 'PHASE_ANGLE-DEG': 92.29224786921, 'RANGE-KM': 1594.356169217537, 'RANGE_RATE-KM_PER_SEC': -2.183150590663, 'RIGHT_ASCENSION-DEG': 66.14871354507, 'SATELLITE_GCRS_KM': [-825.9060866680335, 5791.178989967857, 4821.416719442211], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.86729056178, 'AZIMUTH-DEG': 245.62174470264, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23104449337, 'DECLINATION-DEG': 15.92221555898, 'DRA_COSDEC-DEG_PER_SEC': -0.08695053069, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247716331, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1445.9758526113376, 4388.755766594914, 4384.651825832476], 'PHASE_ANGLE-DEG': 92.29718769615, 'RANGE-KM': 1594.138018151548, 'RANGE_RATE-KM_PER_SEC': -2.180747696289, 'RIGHT_ASCENSION-DEG': 66.13967629306, 'SATELLITE_GCRS_KM': [-825.8730188490322, 5790.717567379762, 4821.975053681413], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.87792275028, 'AZIMUTH-DEG': 245.65341972209, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23109311022, 'DECLINATION-DEG': 15.94532717682, 'DRA_COSDEC-DEG_PER_SEC': -0.08699445484, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477174886, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.0078608378951, 4388.745145418665, 4384.651901108041], 'PHASE_ANGLE-DEG': 92.30213162292, 'RANGE-KM': 1593.920019735319, 'RANGE_RATE-KM_PER_SEC': -2.178342833978, 'RIGHT_ASCENSION-DEG': 66.13062979714, 'SATELLITE_GCRS_KM': [-825.8399301740284, 5790.255906176423, 4822.533568421652], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.88854349479, 'AZIMUTH-DEG': 245.68510217971, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2311416541, 'DECLINATION-DEG': 15.96843435525, 'DRA_COSDEC-DEG_PER_SEC': -0.08703837604, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477186457, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.039856111527, 4388.734528281539, 4384.651976353156], 'PHASE_ANGLE-DEG': 92.30707567063, 'RANGE-KM': 1593.702349448382, 'RANGE_RATE-KM_PER_SEC': -2.175937938756, 'RIGHT_ASCENSION-DEG': 66.12158133074, 'SATELLITE_GCRS_KM': [-825.8068472631707, 5789.794377768621, 4823.0918143326], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.89916132738, 'AZIMUTH-DEG': 245.71681757543, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23119016406, 'DECLINATION-DEG': 15.99155568617, 'DRA_COSDEC-DEG_PER_SEC': -0.08708232962, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477198034, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.071864183084, 4388.723906638509, 4384.652051628376], 'PHASE_ANGLE-DEG': 92.31202381686, 'RANGE-KM': 1593.484832204322, 'RANGE_RATE-KM_PER_SEC': -2.173531076767, 'RIGHT_ASCENSION-DEG': 66.11252360689, 'SATELLITE_GCRS_KM': [-825.7737434909358, 5789.332610710884, 4823.650240699505], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.9097676902, 'AZIMUTH-DEG': 245.74854039521, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23123860088, 'DECLINATION-DEG': 16.01467256304, 'DRA_COSDEC-DEG_PER_SEC': -0.0871262802, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477209605, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.1038593019694, 4388.713289034726, 4384.652126873147], 'PHASE_ANGLE-DEG': 92.31697207934, 'RANGE-KM': 1593.26764309634, 'RANGE_RATE-KM_PER_SEC': -2.171124183844, 'RIGHT_ASCENSION-DEG': 66.10346390803, 'SATELLITE_GCRS_KM': [-825.7406454894377, 5788.870976500279, 4824.208398261771], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.92037110374, 'AZIMUTH-DEG': 245.78029617135, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23128700343, 'DECLINATION-DEG': 16.03780358555, 'DRA_COSDEC-DEG_PER_SEC': -0.08717026315, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247722118, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.1358672186154, 4388.702666924885, 4384.652202148023], 'PHASE_ANGLE-DEG': 92.32192443902, 'RANGE-KM': 1593.050607424977, 'RANGE_RATE-KM_PER_SEC': -2.168715323478, 'RIGHT_ASCENSION-DEG': 66.09439493817, 'SATELLITE_GCRS_KM': [-825.7075266210056, 5788.409103606181, 4824.766736233568], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.93096302175, 'AZIMUTH-DEG': 245.81205935726, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23133533274, 'DECLINATION-DEG': 16.06093013938, 'DRA_COSDEC-DEG_PER_SEC': -0.08721424309, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477232753, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.1678621826495, 4388.692048854479, 4384.65227739245], 'PHASE_ANGLE-DEG': 92.32687691021, 'RANGE-KM': 1592.833899895486, 'RANGE_RATE-KM_PER_SEC': -2.166306434965, 'RIGHT_ASCENSION-DEG': 66.08532398878, 'SATELLITE_GCRS_KM': [-825.6744135302484, 5787.947363610213, 4825.324805426075], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.94155195312, 'AZIMUTH-DEG': 245.84385551782, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23138362752, 'DECLINATION-DEG': 16.08407083208, 'DRA_COSDEC-DEG_PER_SEC': -0.08725825539, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247724433, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.1998699443768, 4388.681426277831, 4384.652352666982], 'PHASE_ANGLE-DEG': 92.3318334773, 'RANGE-KM': 1592.617346194937, 'RANGE_RATE-KM_PER_SEC': -2.163895579273, 'RIGHT_ASCENSION-DEG': 66.07624375476, 'SATELLITE_GCRS_KM': [-825.6412795668043, 5787.485384894463, 4825.883054984991], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.95212936314, 'AZIMUTH-DEG': 245.87565907352, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23143184889, 'DECLINATION-DEG': 16.10720704131, 'DRA_COSDEC-DEG_PER_SEC': -0.08730226465, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.24772559, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.231864753454, 4388.670807740838, 4384.652427911064], 'PHASE_ANGLE-DEG': 92.33679015115, 'RANGE-KM': 1592.401120642926, 'RANGE_RATE-KM_PER_SEC': -2.161484697582, 'RIGHT_ASCENSION-DEG': 66.0671615367, 'SATELLITE_GCRS_KM': [-825.6081513877474, 5787.023539130087, 4826.441035787316], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.96270374902, 'AZIMUTH-DEG': 245.90749562176, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23148003543, 'DECLINATION-DEG': 16.13035738246, 'DRA_COSDEC-DEG_PER_SEC': -0.08734630624, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2477267478, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.2638723603552, 4388.660184697352, 4384.652503185252], 'PHASE_ANGLE-DEG': 92.34175091954, 'RANGE-KM': 1592.185049313526, 'RANGE_RATE-KM_PER_SEC': -2.159071848743, 'RIGHT_ASCENSION-DEG': 66.0580700204, 'SATELLITE_GCRS_KM': [-825.5750023307054, 5786.561454612354, 4826.999196909596], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 44.97326658781, 'AZIMUTH-DEG': 245.9393395506, 'CATALOG_ID': 48215, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23152814837, 'DECLINATION-DEG': 16.15350322552, 'DRA_COSDEC-DEG_PER_SEC': -0.08739034475, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.247727905, 'NAME': 'ONEWEB-0209', 'OBSERVER_GCRS_KM': [-1446.2958670145674, 4388.649565693741, 4384.652578428987], 'PHASE_ANGLE-DEG': 92.34671178997, 'RANGE-KM': 1591.969306136889, 'RANGE_RATE-KM_PER_SEC': -2.15665897544, 'RIGHT_ASCENSION-DEG': 66.0489765155, 'SATELLITE_GCRS_KM': [-825.5418590646134, 5786.099503095365, 4827.557089302643], 'TLE-DATE': '2024-03-08 00:36:11'}"
