"{'ALTITUDE-DEG': 48.33513998784, 'AZIMUTH-DEG': 286.93832778658, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.23007029649, 'DECLINATION-DEG': 40.89485165626, 'DRA_COSDEC-DEG_PER_SEC': -0.13858074317, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.253065972, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1518.1975070025246, 4364.12794889517, 4384.821382261153], 'PHASE_ANGLE-DEG': 97.83123845571, 'RANGE-KM': 1528.728196351694, 'RANGE_RATE-KM_PER_SEC': 0.686816679068, 'RIGHT_ASCENSION-DEG': 51.82243861019, 'SATELLITE_GCRS_KM': [-803.9300863772578, 5272.531746561602, 5385.638293858494], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.07011857074, 'AZIMUTH-DEG': 250.00600631366, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30209470553, 'DECLINATION-DEG': 31.40801949707, 'DRA_COSDEC-DEG_PER_SEC': -0.07996833481, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231420127, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.0236544521865, 4497.047928894084, 4383.759627569592], 'PHASE_ANGLE-DEG': 82.66497578916, 'RANGE-KM': 1311.554279562641, 'RANGE_RATE-KM_PER_SEC': -0.999629988607, 'RIGHT_ASCENSION-DEG': 75.71723965052, 'SATELLITE_GCRS_KM': [-789.8636568916343, 5581.83036822899, 5067.248722798662], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.08177067194, 'AZIMUTH-DEG': 250.07506955834, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30212129305, 'DECLINATION-DEG': 31.43823631645, 'DRA_COSDEC-DEG_PER_SEC': -0.08001319841, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231421285, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.0564525239581, 4497.040078916721, 4383.759704589201], 'PHASE_ANGLE-DEG': 82.67053689196, 'RANGE-KM': 1311.454461249659, 'RANGE_RATE-KM_PER_SEC': -0.996354257708, 'RIGHT_ASCENSION-DEG': 75.70786419685, 'SATELLITE_GCRS_KM': [-789.8290012465626, 5581.345330623501, 5067.786984903027], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.09350393456, 'AZIMUTH-DEG': 250.14487119161, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30215411732, 'DECLINATION-DEG': 31.46874815759, 'DRA_COSDEC-DEG_PER_SEC': -0.08006012503, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314224537, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.089567172345, 4497.032152912479, 4383.759782352234], 'PHASE_ANGLE-DEG': 82.67615560758, 'RANGE-KM': 1311.354009694126, 'RANGE_RATE-KM_PER_SEC': -0.993066316976, 'RIGHT_ASCENSION-DEG': 75.69838963752, 'SATELLITE_GCRS_KM': [-789.794003707713, 5580.855558664709, 5068.33039630982], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.10497751485, 'AZIMUTH-DEG': 250.21337997265, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30218615539, 'DECLINATION-DEG': 31.49866756057, 'DRA_COSDEC-DEG_PER_SEC': -0.08010615536, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314235996, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.1220353027677, 4497.024381402243, 4383.75985859706], 'PHASE_ANGLE-DEG': 82.68166846188, 'RANGE-KM': 1311.255841557193, 'RANGE_RATE-KM_PER_SEC': -0.989841826563, 'RIGHT_ASCENSION-DEG': 75.68909164461, 'SATELLITE_GCRS_KM': [-789.7596822414343, 5580.37529749097, 5068.863153318367], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.11653215383, 'AZIMUTH-DEG': 250.28262690638, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30222444572, 'DECLINATION-DEG': 31.52888195333, 'DRA_COSDEC-DEG_PER_SEC': -0.08015428154, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231424757, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.1548200098473, 4497.016533865323, 4383.759935585313], 'PHASE_ANGLE-DEG': 82.68723891996, 'RANGE-KM': 1311.157040064397, 'RANGE_RATE-KM_PER_SEC': -0.986605129823, 'RIGHT_ASCENSION-DEG': 75.67969453137, 'SATELLITE_GCRS_KM': [-789.725018888075, 5579.8903020138205, 5069.401059656856], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.12806037746, 'AZIMUTH-DEG': 250.35197204349, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30225042979, 'DECLINATION-DEG': 31.5591117194, 'DRA_COSDEC-DEG_PER_SEC': -0.08019919236, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314259144, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.1876178526347, 4497.008682931295, 4383.760012604423], 'PHASE_ANGLE-DEG': 82.69281547936, 'RANGE-KM': 1311.058524648018, 'RANGE_RATE-KM_PER_SEC': -0.983326428773, 'RIGHT_ASCENSION-DEG': 75.6702851347, 'SATELLITE_GCRS_KM': [-789.6903343671207, 5579.405060363252, 5069.939136011389], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.13955284758, 'AZIMUTH-DEG': 250.4213595035, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3022823397, 'DECLINATION-DEG': 31.58933252409, 'DRA_COSDEC-DEG_PER_SEC': -0.0802457315, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314270716, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.220402445163, 4497.000834916262, 4383.760089592425], 'PHASE_ANGLE-DEG': 82.69839365071, 'RANGE-KM': 1310.960374637882, 'RANGE_RATE-KM_PER_SEC': -0.980068278502, 'RIGHT_ASCENSION-DEG': 75.66087101369, 'SATELLITE_GCRS_KM': [-789.6556565828455, 5578.919962922517, 5070.476949492484], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.15101874998, 'AZIMUTH-DEG': 250.49084503822, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30231411496, 'DECLINATION-DEG': 31.61956867519, 'DRA_COSDEC-DEG_PER_SEC': -0.08029230939, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314282293, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.2532001735478, 4496.992983503881, 4383.760166611285], 'PHASE_ANGLE-DEG': 82.70397792047, 'RANGE-KM': 1310.862511113912, 'RANGE_RATE-KM_PER_SEC': -0.976808081951, 'RIGHT_ASCENSION-DEG': 75.65144458079, 'SATELLITE_GCRS_KM': [-789.6209576259463, 5578.434619276495, 5071.014932942093], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.16244879676, 'AZIMUTH-DEG': 250.56037265224, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30234572989, 'DECLINATION-DEG': 31.64979583285, 'DRA_COSDEC-DEG_PER_SEC': -0.08033888857, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314293864, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.285984651615, 4496.98513501071, 4383.760243599038], 'PHASE_ANGLE-DEG': 82.70956379308, 'RANGE-KM': 1310.765012880882, 'RANGE_RATE-KM_PER_SEC': -0.9735484642, 'RIGHT_ASCENSION-DEG': 75.64201340877, 'SATELLITE_GCRS_KM': [-789.586265412172, 5577.949419890216, 5071.552653545803], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.17385212361, 'AZIMUTH-DEG': 250.62999820821, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3023772098, 'DECLINATION-DEG': 31.68003830997, 'DRA_COSDEC-DEG_PER_SEC': -0.08038550652, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231430544, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.3187822653917, 4496.977283120026, 4383.760320617648], 'PHASE_ANGLE-DEG': 82.71515576116, 'RANGE-KM': 1310.667801542732, 'RANGE_RATE-KM_PER_SEC': -0.970286804276, 'RIGHT_ASCENSION-DEG': 75.63256989631, 'SATELLITE_GCRS_KM': [-789.551552020715, 5577.463974266213, 5072.09054407113], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.18521949305, 'AZIMUTH-DEG': 250.69966559607, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30241460624, 'DECLINATION-DEG': 31.71027176159, 'DRA_COSDEC-DEG_PER_SEC': -0.08043372918, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231431701, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.3515666290918, 4496.969434148698, 4383.760397605151], 'PHASE_ANGLE-DEG': 82.72074932294, 'RANGE-KM': 1310.570955379351, 'RANGE_RATE-KM_PER_SEC': -0.967045051308, 'RIGHT_ASCENSION-DEG': 75.62312162987, 'SATELLITE_GCRS_KM': [-789.516845378554, 5576.978672951614, 5072.628171778422], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.19655999045, 'AZIMUTH-DEG': 250.76943078887, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30243971306, 'DECLINATION-DEG': 31.74052050561, 'DRA_COSDEC-DEG_PER_SEC': -0.08047878376, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231432859, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.384364128351, 4496.961581779689, 4383.760474623512], 'PHASE_ANGLE-DEG': 82.72634897723, 'RANGE-KM': 1310.474396518841, 'RANGE_RATE-KM_PER_SEC': -0.96376261357, 'RIGHT_ASCENSION-DEG': 75.61366099437, 'SATELLITE_GCRS_KM': [-789.4821175536622, 5576.493125367133, 5073.1659693601205], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.20786442901, 'AZIMUTH-DEG': 250.83923756213, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30247073626, 'DECLINATION-DEG': 31.77076019197, 'DRA_COSDEC-DEG_PER_SEC': -0.08052544302, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314340165, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.4171483775788, 4496.953732330228, 4383.760551610767], 'PHASE_ANGLE-DEG': 82.73195021602, 'RANGE-KM': 1310.378202715863, 'RANGE_RATE-KM_PER_SEC': -0.960500087995, 'RIGHT_ASCENSION-DEG': 75.60419559002, 'SATELLITE_GCRS_KM': [-789.4473964848006, 5576.00772214251, 5073.703504150693], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.21914184358, 'AZIMUTH-DEG': 250.90914199919, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3025016236, 'DECLINATION-DEG': 31.80101514361, 'DRA_COSDEC-DEG_PER_SEC': -0.08057214112, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314351737, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.4499457623142, 4496.945879482893, 4383.760628628877], 'PHASE_ANGLE-DEG': 82.73755754431, 'RANGE-KM': 1310.282296623108, 'RANGE_RATE-KM_PER_SEC': -0.957235527964, 'RIGHT_ASCENSION-DEG': 75.59471778785, 'SATELLITE_GCRS_KM': [-789.4126542276467, 5575.522072615655, 5074.241208768758], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.23038309824, 'AZIMUTH-DEG': 250.97908776153, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30253844204, 'DECLINATION-DEG': 31.83126100547, 'DRA_COSDEC-DEG_PER_SEC': -0.08062047701, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231436331, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.48272989696, 4496.9380295553265, 4383.760705615882], 'PHASE_ANGLE-DEG': 82.74316644792, 'RANGE-KM': 1310.186755469403, 'RANGE_RATE-KM_PER_SEC': -0.953990882883, 'RIGHT_ASCENSION-DEG': 75.58523520189, 'SATELLITE_GCRS_KM': [-789.3779187329245, 5575.036567497976, 5074.778650623907], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.2415971771, 'AZIMUTH-DEG': 251.04913104221, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30256294019, 'DECLINATION-DEG': 31.86152210538, 'DRA_COSDEC-DEG_PER_SEC': -0.08066557863, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314374885, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.5155271672663, 4496.9301762296445, 4383.7607826337435], 'PHASE_ANGLE-DEG': 82.74878143795, 'RANGE-KM': 1310.091502432538, 'RANGE_RATE-KM_PER_SEC': -0.950705565416, 'RIGHT_ASCENSION-DEG': 75.57574018931, 'SATELLITE_GCRS_KM': [-789.3431620448881, 5574.550816046227, 5075.316262258999], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.25277499532, 'AZIMUTH-DEG': 251.11921538883, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30259336927, 'DECLINATION-DEG': 31.89177408324, 'DRA_COSDEC-DEG_PER_SEC': -0.08071231805, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314386456, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.5483111874246, 4496.922325823948, 4383.760859620499], 'PHASE_ANGLE-DEG': 82.75439799405, 'RANGE-KM': 1309.996614215612, 'RANGE_RATE-KM_PER_SEC': -0.947440167961, 'RIGHT_ASCENSION-DEG': 75.56624037794, 'SATELLITE_GCRS_KM': [-789.3084121258081, 5574.0652090547, 5075.853611157473], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.26392548612, 'AZIMUTH-DEG': 251.18939710422, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30262366168, 'DECLINATION-DEG': 31.9220412719, 'DRA_COSDEC-DEG_PER_SEC': -0.08075909632, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314398033, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.5811083430926, 4496.914472019969, 4383.76093663811], 'PHASE_ANGLE-DEG': 82.76002063348, 'RANGE-KM': 1309.90201452097, 'RANGE_RATE-KM_PER_SEC': -0.944172744063, 'RIGHT_ASCENSION-DEG': 75.55672811106, 'SATELLITE_GCRS_KM': [-789.2736410083099, 5573.579355696125, 5076.391129789608], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.27503961591, 'AZIMUTH-DEG': 251.25961962249, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30265379285, 'DECLINATION-DEG': 31.95229930629, 'DRA_COSDEC-DEG_PER_SEC': -0.08080587583, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314409604, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.6138922488567, 4496.906621136123, 4383.761013624616], 'PHASE_ANGLE-DEG': 82.76564482972, 'RANGE-KM': 1309.807779526075, 'RANGE_RATE-KM_PER_SEC': -0.940905924402, 'RIGHT_ASCENSION-DEG': 75.54721103033, 'SATELLITE_GCRS_KM': [-789.2388766659614, 5573.093646847695, 5076.928385712699], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.28612626683, 'AZIMUTH-DEG': 251.32993935559, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30268378692, 'DECLINATION-DEG': 31.98257252409, 'DRA_COSDEC-DEG_PER_SEC': -0.08085269422, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231442118, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.6466892899812, 4496.898766853826, 4383.761090641977], 'PHASE_ANGLE-DEG': 82.77127510614, 'RANGE-KM': 1309.713833458312, 'RANGE_RATE-KM_PER_SEC': -0.937637082104, 'RIGHT_ASCENSION-DEG': 75.5376814651, 'SATELLITE_GCRS_KM': [-789.204091120154, 5572.607691600108, 5077.465811322211], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.29717645679, 'AZIMUTH-DEG': 251.40029962456, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30271970307, 'DECLINATION-DEG': 32.01283655538, 'DRA_COSDEC-DEG_PER_SEC': -0.08090112652, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231443275, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.6794730812444, 4496.89091549185, 4383.761167628233], 'PHASE_ANGLE-DEG': 82.77690693007, 'RANGE-KM': 1309.620251968779, 'RANGE_RATE-KM_PER_SEC': -0.934387515329, 'RIGHT_ASCENSION-DEG': 75.52814707093, 'SATELLITE_GCRS_KM': [-789.1693123561668, 5572.121880912221, 5078.002974250603], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.30819901657, 'AZIMUTH-DEG': 251.47075695007, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3027433147, 'DECLINATION-DEG': 32.04311574258, 'DRA_COSDEC-DEG_PER_SEC': -0.08094637234, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231444433, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.7122700078164, 4496.883060731237, 4383.761244645345], 'PHASE_ANGLE-DEG': 82.78254483101, 'RANGE-KM': 1309.526959810756, 'RANGE_RATE-KM_PER_SEC': -0.931098597641, 'RIGHT_ASCENSION-DEG': 75.51860016317, 'SATELLITE_GCRS_KM': [-789.1345123832197, 5571.635823793727, 5078.540306817525], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.31918943027, 'AZIMUTH-DEG': 251.5412829235, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30277286013, 'DECLINATION-DEG': 32.07339789263, 'DRA_COSDEC-DEG_PER_SEC': -0.08099325093, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314455905, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.7450668770991, 4496.875205731415, 4383.761321662332], 'PHASE_ANGLE-DEG': 82.78818654027, 'RANGE-KM': 1309.433994778841, 'RANGE_RATE-KM_PER_SEC': -0.927827644805, 'RIGHT_ASCENSION-DEG': 75.50904456581, 'SATELLITE_GCRS_KM': [-789.0997051959304, 5571.149715736335, 5079.077592846247], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.33014323379, 'AZIMUTH-DEG': 251.61184902499, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3028022439, 'DECLINATION-DEG': 32.10367080776, 'DRA_COSDEC-DEG_PER_SEC': -0.08104013072, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314467477, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.7778504965845, 4496.867353652207, 4383.761398648214], 'PHASE_ANGLE-DEG': 82.79382978304, 'RANGE-KM': 1309.341394140994, 'RANGE_RATE-KM_PER_SEC': -0.924557308989, 'RIGHT_ASCENSION-DEG': 75.4994841167, 'SATELLITE_GCRS_KM': [-789.0649047997957, 5570.663752312343, 5079.614616236538], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.34106918053, 'AZIMUTH-DEG': 251.68251193746, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3028314895, 'DECLINATION-DEG': 32.13395883741, 'DRA_COSDEC-DEG_PER_SEC': -0.08108704945, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314479053, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.8106472513052, 4496.859498174072, 4383.761475664952], 'PHASE_ANGLE-DEG': 82.79947909796, 'RANGE-KM': 1309.249083439464, 'RANGE_RATE-KM_PER_SEC': -0.921284960419, 'RIGHT_ASCENSION-DEG': 75.48991111026, 'SATELLITE_GCRS_KM': [-789.0300831873888, 5570.177542410451, 5080.151809193503], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.35195841812, 'AZIMUTH-DEG': 251.75321470102, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30286057334, 'DECLINATION-DEG': 32.16423759977, 'DRA_COSDEC-DEG_PER_SEC': -0.08113396938, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314490625, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.8434307561724, 4496.8516456167645, 4383.761552650583], 'PHASE_ANGLE-DEG': 82.805129937, 'RANGE-KM': 1309.157137008043, 'RANGE_RATE-KM_PER_SEC': -0.918013234356, 'RIGHT_ASCENSION-DEG': 75.48033323686, 'SATELLITE_GCRS_KM': [-788.9952683727234, 5569.691477192092, 5080.688739539333], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.36281964812, 'AZIMUTH-DEG': 251.8240141066, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3028895186, 'DECLINATION-DEG': 32.19453144899, 'DRA_COSDEC-DEG_PER_SEC': -0.08118092827, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.23145022, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.876227396425, 4496.843789660293, 4383.761629667071], 'PHASE_ANGLE-DEG': 82.81078684493, 'RANGE-KM': 1309.065480915177, 'RANGE_RATE-KM_PER_SEC': -0.914739499499, 'RIGHT_ASCENSION-DEG': 75.47074277681, 'SATELLITE_GCRS_KM': [-788.9604323363584, 5569.205165463532, 5081.225839404893], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.37364407039, 'AZIMUTH-DEG': 251.89485308231, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30291830186, 'DECLINATION-DEG': 32.22481599854, 'DRA_COSDEC-DEG_PER_SEC': -0.08122788835, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314513773, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.9090107867642, 4496.835936624867, 4383.761706652454], 'PHASE_ANGLE-DEG': 82.81644526757, 'RANGE-KM': 1308.974188967436, 'RANGE_RATE-KM_PER_SEC': -0.911466392013, 'RIGHT_ASCENSION-DEG': 75.46114743452, 'SATELLITE_GCRS_KM': [-788.9256031043124, 5568.718998468638, 5081.762676686621], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.38444033451, 'AZIMUTH-DEG': 251.96578852676, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.3029469462, 'DECLINATION-DEG': 32.25511560723, 'DRA_COSDEC-DEG_PER_SEC': -0.08127488741, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231452535, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.9418073123409, 4496.828080190105, 4383.761783668691], 'PHASE_ANGLE-DEG': 82.82210975578, 'RANGE-KM': 1308.883187759408, 'RANGE_RATE-KM_PER_SEC': -0.908191280045, 'RIGHT_ASCENSION-DEG': 75.45153947618, 'SATELLITE_GCRS_KM': [-788.8907526453661, 5568.23258493091, 5082.299683441444], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.39519969273, 'AZIMUTH-DEG': 252.03676325642, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30297542836, 'DECLINATION-DEG': 32.2854058838, 'DRA_COSDEC-DEG_PER_SEC': -0.08132188765, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.231453692, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1066.974590588248, 4496.8202266765375, 4383.7618606538235], 'PHASE_ANGLE-DEG': 82.82777574925, 'RANGE-KM': 1308.792550570624, 'RANGE_RATE-KM_PER_SEC': -0.904916800467, 'RIGHT_ASCENSION-DEG': 75.44192662026, 'SATELLITE_GCRS_KM': [-788.8559089973285, 5567.7463161769865, 5082.83642763976], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 65.40593074244, 'AZIMUTH-DEG': 252.1078342771, 'CATALOG_ID': 48243, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.30300377116, 'DECLINATION-DEG': 32.31571119168, 'DRA_COSDEC-DEG_PER_SEC': -0.0813689269, 'ILLUMINATED': True, 'JULIAN_DATE': 2460370.2314548497, 'NAME': 'ONEWEB-0208', 'OBSERVER_GCRS_KM': [-1067.0073869992425, 4496.8123697634655, 4383.761937669812], 'PHASE_ANGLE-DEG': 82.83344780494, 'RANGE-KM': 1308.702204522028, 'RANGE_RATE-KM_PER_SEC': -0.901640320384, 'RIGHT_ASCENSION-DEG': 75.43230111882, 'SATELLITE_GCRS_KM': [-788.8210441172253, 5567.25980084819, 5083.373341263883], 'TLE-DATE': '2024-03-08 00:36:11'}"
