"{'ALTITUDE-DEG': 56.10179115655, 'AZIMUTH-DEG': 116.34534074364, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.27414219485, 'DECLINATION-DEG': 23.26755803984, 'DRA_COSDEC-DEG_PER_SEC': 0.08478041819, 'ILLUMINATED': True, 'JULIAN_DATE': 2460368.20371066, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-109.65570843869496, 4622.497193704873, 4381.516894721358], 'PHASE_ANGLE-DEG': 37.08170414017, 'RANGE-KM': 1408.051039451366, 'RANGE_RATE-KM_PER_SEC': -1.770009138515, 'RIGHT_ASCENSION-DEG': 124.37635523643, 'SATELLITE_GCRS_KM': [-840.0195155166978, 5690.111491010921, 4937.732816102907], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 80.09967337789, 'AZIMUTH-DEG': 242.88534558986, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33642908596, 'DECLINATION-DEG': 38.59043694366, 'DRA_COSDEC-DEG_PER_SEC': 0.03778746159, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5588958217, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.72516623899864, -4617.433375077829, 4382.153569115661], 'PHASE_ANGLE-DEG': 68.32659164549, 'RANGE-KM': 1224.427452372842, 'RANGE_RATE-KM_PER_SEC': 0.492813283026, 'RIGHT_ASCENSION-DEG': 255.83014838702, 'SATELLITE_GCRS_KM': [-465.00655580007805, -5545.357284766175, 5145.889148002924], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.08347368327, 'AZIMUTH-DEG': 242.71278705409, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33640656356, 'DECLINATION-DEG': 38.55678808547, 'DRA_COSDEC-DEG_PER_SEC': 0.03776285906, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5588969793, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.6914876756922, -4617.43513287578, 4382.153490024074], 'PHASE_ANGLE-DEG': 68.31091706182, 'RANGE-KM': 1224.476923209555, 'RANGE_RATE-KM_PER_SEC': 0.496404244183, 'RIGHT_ASCENSION-DEG': 255.83498098233, 'SATELLITE_GCRS_KM': [-465.01379957379584, -5545.851040745167, 5145.357716712136], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.06719324422, 'AZIMUTH-DEG': 242.54087119739, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33638386639, 'DECLINATION-DEG': 38.5231550233, 'DRA_COSDEC-DEG_PER_SEC': 0.03773828202, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5588981365, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.6578226467744, -4617.436889721168, 4382.153410964265], 'PHASE_ANGLE-DEG': 68.29525583225, 'RANGE-KM': 1224.526733076348, 'RANGE_RATE-KM_PER_SEC': 0.499993321611, 'RIGHT_ASCENSION-DEG': 255.83980623065, 'SATELLITE_GCRS_KM': [-465.0210361845084, -5546.344547427077, 5144.826452059998], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.05081942076, 'AZIMUTH-DEG': 242.36945990199, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3363609763, 'DECLINATION-DEG': 38.48951070669, 'DRA_COSDEC-DEG_PER_SEC': 0.03771371067, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558899294, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.6241440578359, -4617.438647027944, 4382.153331872599], 'PHASE_ANGLE-DEG': 68.27959536538, 'RANGE-KM': 1224.576922017426, 'RANGE_RATE-KM_PER_SEC': 0.503583400794, 'RIGHT_ASCENSION-DEG': 255.84462802439, 'SATELLITE_GCRS_KM': [-465.02827145587247, -5546.838201995657, 5144.294926474446], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.03436584787, 'AZIMUTH-DEG': 242.19869127133, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3363379118, 'DECLINATION-DEG': 38.45588222102, 'DRA_COSDEC-DEG_PER_SEC': 0.03768916478, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589004513, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.5904790034032, -4617.440403382348, 4382.153252812709], 'PHASE_ANGLE-DEG': 68.26394827326, 'RANGE-KM': 1224.627449611198, 'RANGE_RATE-KM_PER_SEC': 0.507171590336, 'RIGHT_ASCENSION-DEG': 255.84944249318, 'SATELLITE_GCRS_KM': [-465.03549956738283, -5547.331607298809, 5143.763567575297], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.01781974511, 'AZIMUTH-DEG': 242.02842802589, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33631465442, 'DECLINATION-DEG': 38.42224251949, 'DRA_COSDEC-DEG_PER_SEC': 0.03766462455, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558901609, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.55680038873388, -4617.442160197955, 4382.153173720965], 'PHASE_ANGLE-DEG': 68.24830197577, 'RANGE-KM': 1224.678356478996, 'RANGE_RATE-KM_PER_SEC': 0.510760775076, 'RIGHT_ASCENSION-DEG': 255.8542535207, 'SATELLITE_GCRS_KM': [-465.0427263361245, -5547.825160438817, 5143.231947714494], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 80.00119488492, 'AZIMUTH-DEG': 241.8588072615, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33629122296, 'DECLINATION-DEG': 38.38861868376, 'DRA_COSDEC-DEG_PER_SEC': 0.03764010972, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558902766, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.5231353086917, -4617.443916061381, 4382.153094660997], 'PHASE_ANGLE-DEG': 68.23266907354, 'RANGE-KM': 1224.729601620966, 'RANGE_RATE-KM_PER_SEC': 0.514348064309, 'RIGHT_ASCENSION-DEG': 255.85905724523, 'SATELLITE_GCRS_KM': [-465.04994594830015, -5548.318464345155, 5142.700494587743], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.98447834775, 'AZIMUTH-DEG': 241.68969253956, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33626759869, 'DECLINATION-DEG': 38.35498367073, 'DRA_COSDEC-DEG_PER_SEC': 0.03761560053, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589039237, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.4894566685094, -4617.445672385807, 4382.153015569174], 'PHASE_ANGLE-DEG': 68.21703699785, 'RANGE-KM': 1224.781226235356, 'RANGE_RATE-KM_PER_SEC': 0.517936342118, 'RIGHT_ASCENSION-DEG': 255.86385754174, 'SATELLITE_GCRS_KM': [-465.05716421439826, -5548.811916038527, 5142.168780471102], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.96768404188, 'AZIMUTH-DEG': 241.52121995009, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3362438007, 'DECLINATION-DEG': 38.32136455829, 'DRA_COSDEC-DEG_PER_SEC': 0.03759111668, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558905081, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.45579156275664, -4617.447427758261, 4382.152936509128], 'PHASE_ANGLE-DEG': 68.20141833788, 'RANGE-KM': 1224.833188744176, 'RANGE_RATE-KM_PER_SEC': 0.521522718595, 'RIGHT_ASCENSION-DEG': 255.86865055716, 'SATELLITE_GCRS_KM': [-465.06437532658947, -5549.305118529978, 5141.637233136222], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.95079890999, 'AZIMUTH-DEG': 241.35325389787, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33621980993, 'DECLINATION-DEG': 38.28773430712, 'DRA_COSDEC-DEG_PER_SEC': 0.03756663845, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589062385, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.42211289696286, -4617.44918359151, 4382.152857417227], 'PHASE_ANGLE-DEG': 68.18580053629, 'RANGE-KM': 1224.885530922506, 'RANGE_RATE-KM_PER_SEC': 0.525110077051, 'RIGHT_ASCENSION-DEG': 255.87344015774, 'SATELLITE_GCRS_KM': [-465.07158508952915, -5549.798468758611, 5141.105424783229], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.93383699456, 'AZIMUTH-DEG': 241.18592946918, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3361956458, 'DECLINATION-DEG': 38.25411999123, 'DRA_COSDEC-DEG_PER_SEC': 0.03754218552, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589073957, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.38844776561558, -4617.450938472986, 4382.152778357102], 'PHASE_ANGLE-DEG': 68.17019617074, 'RANGE-KM': 1224.938210614454, 'RANGE_RATE-KM_PER_SEC': 0.528695528333, 'RIGHT_ASCENSION-DEG': 255.87822249897, 'SATELLITE_GCRS_KM': [-465.07878770210147, -5550.291569817091, 5140.57378325963], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.91678510189, 'AZIMUTH-DEG': 241.01911191423, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33617128896, 'DECLINATION-DEG': 38.22049457517, 'DRA_COSDEC-DEG_PER_SEC': 0.03751773818, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589085533, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.35476907421844, -4617.4526938150575, 4382.1526992651225], 'PHASE_ANGLE-DEG': 68.15459269539, 'RANGE-KM': 1224.991270171614, 'RANGE_RATE-KM_PER_SEC': 0.532281955032, 'RIGHT_ASCENSION-DEG': 255.88300143853, 'SATELLITE_GCRS_KM': [-465.0859889616096, -5550.784818562952, 5140.0418806897005], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.89965740705, 'AZIMUTH-DEG': 240.85293531795, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3361467591, 'DECLINATION-DEG': 38.18688512904, 'DRA_COSDEC-DEG_PER_SEC': 0.0374933161, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589097105, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.32110391738559, -4617.45444820555, 4382.152620204917], 'PHASE_ANGLE-DEG': 68.13900267634, 'RANGE-KM': 1225.04466686037, 'RANGE_RATE-KM_PER_SEC': 0.535866468692, 'RIGHT_ASCENSION-DEG': 255.88777314042, 'SATELLITE_GCRS_KM': [-465.0931830741656, -5551.27781817033, 5139.510144996907], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.88244058129, 'AZIMUTH-DEG': 240.68726577785, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33612203659, 'DECLINATION-DEG': 38.15326462126, 'DRA_COSDEC-DEG_PER_SEC': 0.03746889957, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558910868, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.28742520029155, -4617.456203056452, 4382.152541112859], 'PHASE_ANGLE-DEG': 68.12341357924, 'RANGE-KM': 1225.098443608751, 'RANGE_RATE-KM_PER_SEC': 0.53945195122, 'RIGHT_ASCENSION-DEG': 255.89254145372, 'SATELLITE_GCRS_KM': [-465.10037582973644, -5551.770965415328, 5138.97814822955], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.86514893068, 'AZIMUTH-DEG': 240.52223638001, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33609714142, 'DECLINATION-DEG': 38.11966011798, 'DRA_COSDEC-DEG_PER_SEC': 0.03744450824, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589120253, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.25376001787433, -4617.457956955964, 4382.152462052577], 'PHASE_ANGLE-DEG': 68.10783795858, 'RANGE-KM': 1225.152557105552, 'RANGE_RATE-KM_PER_SEC': 0.543035514902, 'RIGHT_ASCENSION-DEG': 255.89730255094, 'SATELLITE_GCRS_KM': [-465.10756144176474, -5552.263863553738, 5138.446318386823], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.84776899275, 'AZIMUTH-DEG': 240.35771407114, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33607205366, 'DECLINATION-DEG': 38.08604459159, 'DRA_COSDEC-DEG_PER_SEC': 0.03742012246, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558913183, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.22008127529168, -4617.459711315683, 4382.152382960438], 'PHASE_ANGLE-DEG': 68.09226329157, 'RANGE-KM': 1225.207050855116, 'RANGE_RATE-KM_PER_SEC': 0.546620040837, 'RIGHT_ASCENSION-DEG': 255.90206027257, 'SATELLITE_GCRS_KM': [-465.11474569373996, -5552.756909279689, 5137.914227441559], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.830315203, 'AZIMUTH-DEG': 240.19383094106, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.3360467936, 'DECLINATION-DEG': 38.0524451042, 'DRA_COSDEC-DEG_PER_SEC': 0.03739576183, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589143406, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.18641606719427, -4617.4614647242215, 4382.152303900078], 'PHASE_ANGLE-DEG': 68.07670212107, 'RANGE-KM': 1225.26188096873, 'RANGE_RATE-KM_PER_SEC': 0.550202642153, 'RIGHT_ASCENSION-DEG': 255.90681079965, 'SATELLITE_GCRS_KM': [-465.1219228049752, -5553.2497059309335, 5137.382303468507], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.81277396662, 'AZIMUTH-DEG': 240.03045478693, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33602134102, 'DECLINATION-DEG': 38.01883463221, 'DRA_COSDEC-DEG_PER_SEC': 0.03737140672, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558915498, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.15273729902904, -4617.463218592764, 4382.152224807861], 'PHASE_ANGLE-DEG': 68.06114193589, 'RANGE-KM': 1225.317091526874, 'RANGE_RATE-KM_PER_SEC': 0.553786199139, 'RIGHT_ASCENSION-DEG': 255.9115579641, 'SATELLITE_GCRS_KM': [-465.12909855248057, -5553.7426501199225, 5136.850118364705], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.79515984692, 'AZIMUTH-DEG': 239.86771670563, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33599571649, 'DECLINATION-DEG': 37.98524023363, 'DRA_COSDEC-DEG_PER_SEC': 0.0373470767, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558916655, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.11907206536523, -4617.464971510322, 4382.152145747421], 'PHASE_ANGLE-DEG': 68.04559526717, 'RANGE-KM': 1225.37263806361, 'RANGE_RATE-KM_PER_SEC': 0.557367825743, 'RIGHT_ASCENSION-DEG': 255.91629795539, 'SATELLITE_GCRS_KM': [-465.1362671628995, -5554.235345265963, 5136.31810028075], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.77745911809, 'AZIMUTH-DEG': 239.70548534589, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33596989951, 'DECLINATION-DEG': 37.95163488896, 'DRA_COSDEC-DEG_PER_SEC': 0.03732275219, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589178125, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.0853932716255, -4617.466724887685, 4382.152066655127], 'PHASE_ANGLE-DEG': 68.03004961537, 'RANGE-KM': 1225.428565235355, 'RANGE_RATE-KM_PER_SEC': 0.560950401413, 'RIGHT_ASCENSION-DEG': 255.92103459695, 'SATELLITE_GCRS_KM': [-465.14343440604523, -5554.728187899873, 5135.785821037901], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.75968646974, 'AZIMUTH-DEG': 239.54389081473, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33594391094, 'DECLINATION-DEG': 37.91804565206, 'DRA_COSDEC-DEG_PER_SEC': 0.03729845272, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589189697, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.05172801250328, -4617.468477314258, 4382.151987594608], 'PHASE_ANGLE-DEG': 68.0145174999, 'RANGE-KM': 1225.484827999012, 'RANGE_RATE-KM_PER_SEC': 0.564531040925, 'RIGHT_ASCENSION-DEG': 255.92576408668, 'SATELLITE_GCRS_KM': [-465.1505945153804, -5555.220781522652, 5135.253708862507], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.74182804638, 'AZIMUTH-DEG': 239.38280261342, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33591772999, 'DECLINATION-DEG': 37.88444550755, 'DRA_COSDEC-DEG_PER_SEC': 0.03727415873, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589201273, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-230.01804919309274, -4617.470230200449, 4382.151908502236], 'PHASE_ANGLE-DEG': 67.99898643291, 'RANGE-KM': 1225.541471586826, 'RANGE_RATE-KM_PER_SEC': 0.56811262297, 'RIGHT_ASCENSION-DEG': 255.93049023953, 'SATELLITE_GCRS_KM': [-465.1577532535171, -5555.713522583445, 5134.721335500095], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.72389866233, 'AZIMUTH-DEG': 239.22234986261, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33589137782, 'DECLINATION-DEG': 37.8508615051, 'DRA_COSDEC-DEG_PER_SEC': 0.03724988974, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589212845, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.9843839084183, -4617.471982136041, 4382.151829441639], 'PHASE_ANGLE-DEG': 67.98346892203, 'RANGE-KM': 1225.598450378754, 'RANGE_RATE-KM_PER_SEC': 0.571692263079, 'RIGHT_ASCENSION-DEG': 255.93520926179, 'SATELLITE_GCRS_KM': [-465.16490486126924, -5556.206014665018, 5134.189129252644], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.70588433378, 'AZIMUTH-DEG': 239.06240291694, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33586483334, 'DECLINATION-DEG': 37.81726663351, 'DRA_COSDEC-DEG_PER_SEC': 0.0372256262, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558922442, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.9507050635496, -4617.473734531048, 4382.151750349187], 'PHASE_ANGLE-DEG': 67.96795249109, 'RANGE-KM': 1225.655810182726, 'RANGE_RATE-KM_PER_SEC': 0.575272839161, 'RIGHT_ASCENSION-DEG': 255.93992495992, 'SATELLITE_GCRS_KM': [-465.1720550947575, -5556.698654134529, 5133.656661790221], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.68779999826, 'AZIMUTH-DEG': 238.90308991415, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33583811801, 'DECLINATION-DEG': 37.78368793818, 'DRA_COSDEC-DEG_PER_SEC': 0.03720138761, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589235993, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.91703975322594, -4617.475485975665, 4382.15167128851], 'PHASE_ANGLE-DEG': 67.95244963598, 'RANGE-KM': 1225.713504801812, 'RANGE_RATE-KM_PER_SEC': 0.578851467562, 'RIGHT_ASCENSION-DEG': 255.94463354862, 'SATELLITE_GCRS_KM': [-465.1791982006492, -5557.191044656735, 5133.124361490303], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.66963154495, 'AZIMUTH-DEG': 238.7442820626, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33581121043, 'DECLINATION-DEG': 37.75009841216, 'DRA_COSDEC-DEG_PER_SEC': 0.03717715445, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558924757, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.88336088280425, -4617.477237879493, 4382.151592195981], 'PHASE_ANGLE-DEG': 67.93694789227, 'RANGE-KM': 1225.771580619458, 'RANGE_RATE-KM_PER_SEC': 0.582431025369, 'RIGHT_ASCENSION-DEG': 255.94933882594, 'SATELLITE_GCRS_KM': [-465.1863399286064, -5557.683582517102, 5132.591799947186], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.65138667869, 'AZIMUTH-DEG': 238.58604298347, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33578412145, 'DECLINATION-DEG': 37.71651158671, 'DRA_COSDEC-DEG_PER_SEC': 0.03715293646, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589259146, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.84968199960164, -4617.4789895376825, 4382.151513103411], 'PHASE_ANGLE-DEG': 67.92145351276, 'RANGE-KM': 1225.83001443929, 'RANGE_RATE-KM_PER_SEC': 0.586010069349, 'RIGHT_ASCENSION-DEG': 255.95403890443, 'SATELLITE_GCRS_KM': [-465.19347740308365, -5558.17606955579, 5132.059191361683], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.63307322608, 'AZIMUTH-DEG': 238.42843535236, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33575686216, 'DECLINATION-DEG': 37.6829409887, 'DRA_COSDEC-DEG_PER_SEC': 0.03712874335, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589270717, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.81601665096844, -4617.480740245776, 4382.151434042617], 'PHASE_ANGLE-DEG': 67.9059727384, 'RANGE-KM': 1225.888782488631, 'RANGE_RATE-KM_PER_SEC': 0.589587157024, 'RIGHT_ASCENSION-DEG': 255.95873190507, 'SATELLITE_GCRS_KM': [-465.20060775515213, -5558.668307694891, 5131.526750010114], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.61467688829, 'AZIMUTH-DEG': 238.27133165855, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33572941075, 'DECLINATION-DEG': 37.64935961767, 'DRA_COSDEC-DEG_PER_SEC': 0.03710455564, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589282294, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.78233774222733, -4617.482491412785, 4382.15135494997], 'PHASE_ANGLE-DEG': 67.89049312251, 'RANGE-KM': 1225.947932013892, 'RANGE_RATE-KM_PER_SEC': 0.593165164293, 'RIGHT_ASCENSION-DEG': 255.96342161328, 'SATELLITE_GCRS_KM': [-465.20773672382967, -5559.160693097421, 5130.994047373068], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.5962129042, 'AZIMUTH-DEG': 238.11485760021, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33570178941, 'DECLINATION-DEG': 37.61579450811, 'DRA_COSDEC-DEG_PER_SEC': 0.03708039276, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.5589293865, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.74867236806148, -4617.4842416299, 4382.151275889098], 'PHASE_ANGLE-DEG': 67.87502713122, 'RANGE-KM': 1226.00741537682, 'RANGE_RATE-KM_PER_SEC': 0.596741209569, 'RIGHT_ASCENSION-DEG': 255.96810426455, 'SATELLITE_GCRS_KM': [-465.21485857338024, -5559.652829632066, 5130.461512017716], 'TLE-DATE': '2024-04-16 00:36:03'}"
"{'ALTITUDE-DEG': 79.57766685132, 'AZIMUTH-DEG': 237.95888652056, 'CATALOG_ID': 48221, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': -0.33568073417, 'DECLINATION-DEG': 37.58221866394, 'DRA_COSDEC-DEG_PER_SEC': 0.03705698896, 'ILLUMINATED': True, 'JULIAN_DATE': 2460416.558930544, 'NAME': 'ONEWEB-0187', 'OBSERVER_GCRS_KM': [-229.71499343378616, -4617.485992305727, 4382.151196796372], 'PHASE_ANGLE-DEG': 67.8595623297, 'RANGE-KM': 1226.06728039897, 'RANGE_RATE-KM_PER_SEC': 0.600330381831, 'RIGHT_ASCENSION-DEG': 255.97278363596, 'SATELLITE_GCRS_KM': [-465.22197903623027, -5560.145113380177, 5129.9287153488585], 'TLE-DATE': '2024-04-16 00:36:03'}"
